"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-20","8.50","0.00","0.0","0.0","78","86","71","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-21","7.38","0.89","0.0","0.0","77","85","68","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-22","9.62","0.00","0.0","0.0","74","83","65",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-23","6.93","0.09","0.0","0.0","76","84","66",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-24","8.50","0.00","0.0","0.0","74","82","65",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-25","13.20","0.46","0.0","0.0","74","80","68","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-26","5.82","0.00","0.0","0.0","79","90","71",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-27","8.50","0.00","0.0","0.0","79","88","69",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-28","9.40","0.09","0.0","0.0","76","83","71","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-29","13.42","0.28","0.0","0.0","74","78","71","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-30","17.00","0.00","0.0","0.0","76","86","66",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-07-31","10.29","0.00","0.0","0.0","70","76","59",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-01","9.17","0.04","0.0","0.0","71","77","65","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-02","11.41","0.00","0.0","0.0","72","82","62",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-03","5.37","0.00","0.0","0.0","72","80","65",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-04","6.26","0.00","0.0","0.0","71","76","66",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-05","9.84","0.00","0.0","0.0","72","81","68",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-06","10.74","0.00","0.0","0.0","75","84","67",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-07","9.62","0.00","0.0","0.0","76","83","69",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-08","10.51","0.56","0.0","0.0","71","74","66","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-09","8.05","0.04","0.0","0.0","72","78","70","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-10","9.17","0.67","0.0","0.0","74","81","70","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-11","9.62","0.00","0.0","0.0","78","85","73",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-12","9.62","0.00","0.0","0.0","81","89","75",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-13","9.40","0.00","0.0","0.0","84","91","77",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-14","10.51","0.00","0.0","0.0","83","91","76",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-15","8.28","0.00","0.0","0.0","77","82","70",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-16","6.93","0.00","0.0","0.0","74","81","68",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-17","9.62","0.00","0.0","0.0","75","81","71",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-18","10.96","0.00","0.0","0.0","76","83","72",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-19","17.00","0.03","0.0","0.0","80","88","77",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-20","7.16","0.00","0.0","0.0","80","83","74",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-21","6.71","2.13","0.0","0.0","76","82","71","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-22","12.30","2.26","0.0","0.0","74","76","72","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-23","13.87","0.73","0.0","0.0","76","87","72","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-24","7.16","0.00","0.0","0.0","81","91","71",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-25","6.49","0.00","0.0","0.0","80","89","71",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-26","9.40","0.00","0.0","0.0","81","89","74",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-27","6.71","0.03","0.0","0.0","82","93","76",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-28","12.30","0.89","0.0","0.0","74","80","65","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-29","6.26","0.00","0.0","0.0","70","77","67",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-30","8.28","0.00","0.0","0.0","75","83","72","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-31","6.71","0.00","0.0","0.0","79","87","73",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-01","12.75","2.56","0.0","0.0","74","78","64","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-02","17.22","0.21","0.0","0.0","70","78","61","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-03","8.50","0.00","0.0","0.0","67","77","58",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-04","9.62","0.00","0.0","0.0","69","78","61",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-05","11.86","0.00","0.0","0.0","70","74","65","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-06","10.96","0.00","0.0","0.0","75","84","69",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-07","9.17","0.00","0.0","0.0","73","80","63",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-08","16.78","0.00","0.0","0.0","74","80","68",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-09","5.37","0.37","0.0","0.0","72","74","69","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-10","15.21","0.00","0.0","0.0","70","76","63",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-11","8.95","0.00","0.0","0.0","69","76","58",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-12","14.54","0.00","0.0","0.0","73","82","67",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-13","10.51","0.18","0.0","0.0","78","87","68",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-14","6.93","0.00","0.0","0.0","73","78","67","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-15","12.08","0.00","0.0","0.0","75","81","71","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-16","10.07","0.00","0.0","0.0","74","80","70",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-17","9.62","0.00","0.0","0.0","73","78","70","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-18","7.83","0.00","0.0","0.0","76","86","68",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-19","10.29","0.00","0.0","0.0","73","79","64",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-20","7.16","0.00","0.0","0.0","68","76","60",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-21","8.72","0.03","0.0","0.0","68","77","58","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-22","12.75","0.00","0.0","0.0","74","80","71",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-23","17.22","0.66","0.0","0.0","76","81","64","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-24","9.17","0.45","0.0","0.0","67","74","58","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-25","4.92","0.00","0.0","0.0","67","76","57",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-26","14.09","0.00","0.0","0.0","68","74","62",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-27","14.09","0.00","0.0","0.0","69","80","61",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-28","10.96","0.09","0.0","0.0","69","76","62",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-29","10.51","0.00","0.0","0.0","64","72","54",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-30","9.17","0.00","0.0","0.0","62","67","54",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-01","8.28","0.00","0.0","0.0","60","70","50",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-02","10.74","0.00","0.0","0.0","64","75","54",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-03","8.05","0.00","0.0","0.0","67","77","59","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-04","7.83","0.02","0.0","0.0","69","73","62","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-05","7.61","0.00","0.0","0.0","63","66","60",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-06","5.82","0.00","0.0","0.0","65","72","60",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-07","5.82","0.00","0.0","0.0","67","75","59",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-08","6.04","0.00","0.0","0.0","67","77","60","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-09","14.54","0.00","0.0","0.0","65","72","58",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-10","13.87","0.10","0.0","0.0","65","69","62","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-11","13.20","0.00","0.0","0.0","66","75","60","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-12","5.59","0.00","0.0","0.0","65","72","59","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-13","5.37","0.00","0.0","0.0","64","69","58","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-14","7.61","0.00","0.0","0.0","70","80","62",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-15","6.49","0.00","0.0","0.0","69","77","61",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-16","17.00","0.16","0.0","0.0","70","75","59","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-17","15.21","0.00","0.0","0.0","60","65","53",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-18","17.00","0.00","0.0","0.0","55","64","50",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-19","14.54","0.00","0.0","0.0","56","68","48",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-20","12.53","0.00","0.0","0.0","65","79","58",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-21","11.41","0.00","0.0","0.0","65","73","57",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-22","11.41","0.00","0.0","0.0","65","71","58",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-23","9.17","0.14","0.0","0.0","57","62","50","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-24","7.38","0.01","0.0","0.0","54","62","47",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-25","11.41","0.02","0.0","0.0","65","73","61","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-26","13.65","3.24","0.0","0.0","63","66","56","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-27","18.34","0.15","0.0","0.0","58","61","53","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-28","7.61","0.00","0.0","0.0","54","58","48",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-29","18.79","0.38","0.0","0.0","53","59","47","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-30","11.18","0.03","0.0","0.0","59","66","56","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-31","12.97","0.11","0.0","0.0","60","66","56","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-01","12.30","0.00","0.0","0.0","58","62","50",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-02","8.50","0.01","0.0","0.0","52","56","44",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-03","9.84","0.00","0.0","0.0","47","56","40",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-04","6.49","0.00","0.0","0.0","45","53","38",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-05","8.28","0.00","0.0","0.0","46","53","37",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-06","5.37","0.00","0.0","0.0","45","55","36",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-07","6.04","0.00","0.0","0.0","45","55","37",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-08","7.83","0.00","0.0","0.0","53","66","43",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-09","5.37","0.00","0.0","0.0","55","69","43",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-10","9.17","0.00","0.0","0.0","58","67","46",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-11","10.29","0.00","0.0","0.0","51","62","38",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-12","15.43","0.21","0.0","0.0","62","66","50","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-13","13.87","0.14","0.0","0.0","52","64","39","    1",,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-14","13.42","0.02","0.0","0.0","43","48","39",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-15","15.43","0.00","0.0","0.0","44","50","39",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-16","12.53","0.00","0.0","0.0","43","50","37",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-17","8.05","0.00","0.0","0.0","46","57","33",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-18","12.30","0.06","0.0","0.0","56","64","48","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-19","17.45","0.06","0.0","0.0","48","50","39",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-20","7.83","0.00","0.0","0.0","41","48","33",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-21","8.72","0.00","0.0","0.0","48","56","43",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-22","15.21","0.04","0.0","0.0","51","55","36",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-23","18.12","0.00","0.0","0.0","38","44","32",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-24","12.30","0.00","0.0","0.0","37","46","30",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-25","8.72","0.00","0.0","0.0","44","54","33",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-26","16.55","0.13","0.0","0.0","46","49","37",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-27","18.34","0.00","0.0","0.0","38","41","35",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-28","5.14","0.00","0.0","0.0","36","42","33","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-29","13.42","0.00","0.0","0.0","40","45","33",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-11-30","9.84","0.00","0.0","0.0","36","43","30",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-01","9.17","0.00","0.0","0.0","44","50","40",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-02","13.87","0.03","0.0","0.0","50","56","45",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-03","17.67","0.00","0.0","0.0","48","49","37",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-04","6.71","0.00","0.0","0.0","41","47","36",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-05","7.83","0.00","0.0","0.0","43","51","36",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-06","17.45","0.54","0.0","0.0","52","58","45","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-07","10.96","0.00","0.0","0.0","44","45","37",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-08","7.16","0.07","0.0","0.0","39","42","34","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-09","10.51","0.00","0.0","0.0","36","40","31",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-10","6.71","0.00","0.0","0.0","43","50","38",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-11","16.33","0.16","0.0","0.0","49","59","44","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-12","16.11","0.00","0.0","0.0","49","57","41",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-13","15.21","0.00","0.0","0.0","45","52","40",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-14","8.95","0.00","0.0","0.0","47","54","38",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-15","9.17","0.00","0.0","0.0","44","54","33",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-16","10.96","0.00","0.0","0.0","54","61","50",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-17","10.96","0.00","0.0","0.0","55","61","48",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-18","7.16","0.06","0.0","0.0","45","49","39","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-19","16.55","0.02","0.0","0.0","42","47","29","    1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-20","10.29","0.00","0.0","0.0","30","36","24",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-21","7.16","0.00","0.0","0.0","36","43","31",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-22","16.11","0.11","0.0","0.0","42","49","34","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-23","11.86","0.00","0.0","0.0","34","38","30",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-24","6.71","0.01","0.2","0.0","34","41","30","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-25","6.04","0.16","0.0","0.0","40","53","33","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-26","19.24","0.00","0.0","0.0","48","53","39",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-27","7.16","0.03","0.0","0.0","37","39","32",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-28","7.16","0.06","0.0","0.0","41","47","37","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-29","6.49","0.35","0.0","0.0","43","45","41","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-30","5.59","0.09","0.0","0.0","45","50","43","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-31","6.93","0.01","0.0","0.0","48","52","46","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-01","6.26","1.22","0.0","0.0","50","53","48","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-02","10.74","0.03","0.0","0.0","53","59","38","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-03","18.12","0.00","0.0","0.0","34","39","22",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-04","10.29","0.00","0.0","0.0","25","33","19",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-05","10.29","0.29","0.0","0.0","36","46","30","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-06","11.18","0.00","0.0","0.0","39","41","34",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-07","18.12","0.31","6.2","5.9","32","35","25","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-08","13.20","0.00","0.0","5.1","25","31","21",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-09","15.21","0.12","0.0","3.1","34","41","29","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-10","18.12","0.00","0.0","0.0","34","41","25",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-11","14.54","0.00","0.0","0.0","21","25","14",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-12","13.20","0.00","0.0","0.0","28","41","15",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-13","4.03","0.00","0.0","0.0","38","49","28",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-14","19.91","0.00","0.0","0.0","40","45","21",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-15","18.12","0.00","0.0","0.0","19","21","11",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-16","12.30","0.53","0.1","0.0","18","42","9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-17","25.50","0.92","0.0","0.0","40","46","35","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-18","18.34","0.00","0.0","0.0","35","39","24",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-19","12.53","0.00","0.0","0.0","35","50","22",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-20","13.87","0.25","0.1","0.0","39","45","21","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-21","16.11","0.00","0.0","0.0","21","24","14",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-22","10.29","0.00","0.0","0.0","22","32","14",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-23","10.07","0.00","0.1","0.0","29","37","24",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-24","8.28","0.00","0.1","0.0","31","38","28",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-25","11.18","0.00","0.0","0.0","38","44","29",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-26","14.09","0.00","0.0","0.0","27","29","18",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-27","9.17","0.00","0.0","0.0","22","32","13",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-28","7.61","0.12","1.9","0.0","31","35","29","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-29","25.50","0.58","9.3","5.1","23","29","12","    1","    1",,,,,"    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-30","13.87","0.00","0.0","9.8","17","25","12",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-31","4.47","0.00","0.0","9.1","24","32","16",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-01","6.93","0.00","0.0","7.9","27","38","18",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-02","5.14","0.00","0.0","7.1","35","45","28","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-03","6.26","0.33","0.0","2.0","40","46","37","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-04","16.33","0.56","0.1","0.0","42","49","27","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-05","18.34","0.00","0.0","0.0","27","30","19",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-06","7.38","0.00","0.0","0.0","22","31","15",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-07","7.83","0.28","0.0","0.0","33","39","30","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-08","14.32","0.12","0.0","0.0","39","48","32","    1",,,,,,,
